id,fechaCreacion,fechaEntrega,descripcion,idEstatusPendiente,observaciones  ,idPersonaAsignado,idPersonaQueAsigno,solucionPendiente
0,2018-09-03,2018-09-15,COBRARLE A aldo mares nos debe dos cables hdmi de 1.8 mts de 100 pesos y 1400 de dos instalaciones remotas,3,,5,1,
0,2018-09-04,2018-09-04,ir con doña charo antes de las 7:00  por su cpu,3,,5,1,
0,2018-09-04,2018-09-04,ir con doña charo antes de las 7:00  por su cpu,3,,5,1,
0,2018-09-04,2018-09-04,ir con doña charo antes de las 7:00  por su cpu,3,,5,1,
0,2018-09-04,2018-09-04,ir con doña charo antes de las 7:00  por su cpu,3,,5,8,
0,2018-09-04,2018-09-04,ir con doña charo antes de las 7:00  por su cpu,3,,5,1,
0,2018-09-04,2018-09-04,ir con doña charo antes de las 7:00  por su cpu,3,,5,1,
0,2018-09-04,2018-09-04,ir con doña charo antes de las 7:00  por su cpu,3,,6,1,
0,2018-09-04,2018-09-05,ir con doña charo antes de las 13:00 HRS  por su cpu,2,"se termino, se cobro 300",5,1,
0,2018-09-04,2018-09-04,comprar 1000 folios a geras,3,ya quedo fueron 835     la utilidad fue de 1165.00,1,1,
0,2018-09-04,2018-09-04,instalar impresora de forma remota a toño ruiz,3,fueron 100 pesos y ya quedo,7,11,
0,2018-09-04,2018-09-05,instalar mybusiness pos a un cliente de panfilo natera de forma remota se le cobraron 500 que ya deposito,3,,1,1,
0,2018-09-04,2018-09-14,MINISUPER DEL MAGUEY _ TRAER UN KIT DE TECLADO Y MOUSE INALAMBRICO,3,,2,7,
0,2018-09-05,2018-09-05,hacer pago para 30 cajas de rollos,3,,1,8,
0,2018-09-05,2018-09-05,hacer cotizacion al chavo del minisuper pinedo,3,,1,1,
0,2018-09-05,2018-09-05,hacer cotizacion para el colegio,3,,1,1,
0,2018-09-05,2018-09-13,instalarle su sistema al joven jesus del taller de por la pepsi,3,,1,1,
0,2018-09-05,2018-09-05,cuentas x cobrar a ricardo 176 pesos factura 73,3,,5,1,
0,2018-09-05,2018-09-06,tratar de contactar a zaira entre 5 y 7 para instalar miniprinter remotamente,3,,5,1,
0,2018-09-05,2018-09-10,AGROFERZA - HABLAR PARA ACORDAD FORMA DE PAGO DE SALDO PENDIENTE,3,,6,11,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,1,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,1,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,1,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,1,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,1,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,8,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,1,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,7,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,1,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,1,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,1,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,7,9,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,1,
0,2018-09-05,2018-09-05,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,1,
0,2018-09-05,2018-09-07,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,,5,1,
0,2018-09-06,2018-09-06,instalar miniprinter para roberto ,3,listo le cobre 100 y los debe,1,1,
0,2018-09-06,2018-09-07,hablarle sr juan carlos respaldo mybusinewd,3,,5,1,
0,2018-09-06,2018-09-13,facturarle a mares,3,,6,8,
0,2018-09-06,2018-09-10,facturarle a farmacias similares,3,,2,2,
0,2018-09-07,2018-09-07,cancelar la factura de ricardo y hacerla nuevamente con los datos que me envie,3,,5,1,
0,2018-09-07,2018-09-07,cotizacion cpu intel core i5 garmaz,3,,5,1,
0,2018-09-07,2018-09-07,GARMAZ - COTIZAR COMPUTADORA E IMPRESORA EPSON ECOTANK CON ESCANER,2,,2,2,
0,2018-09-07,2018-09-14,ASPEL SAE NOTAS DE CREDITO Y RECEPCION DE PAGOS CON MARTITA A LAS 12 DEL DIA,3,,5,7,
0,2018-09-11,2018-09-12,,3,,2,11,
0,2018-09-10,2018-09-13,facturarle a erika,3,,7,1,
0,2018-09-10,2018-09-10,hacer tres pagos,3,,5,1,
0,2018-09-12,2018-09-13,pagos toño,3,,5,1,
0,2018-09-12,2018-09-24,"COMPRAR CARGADOR MINI LAPTOP - COTIZAR CARGADOR MINILAPTOP Y NOTIFICAR A LA SRA MARISELA ROGERO ORTIZ AL TEL. 478 98 52595, YA SE COTIZO CUESTA 450 PESOS, SE LE HA MARCADO PERO NO CONTESTA, avisar a correo rehum14@gmail.com cuando llegue",3,,2,2,
0,2018-09-13,2018-09-13,recepcion de pago de garmaz,3,,5,1,
0,2018-09-13,2018-09-14,antena del joven octavio,3,,5,8,
0,2018-09-13,2018-09-14,sacar 8 mil para pago de hacienda,3,,5,9,
0,2018-09-13,2018-09-13,cotizar maquina a dany,3,,5,1,
0,2018-09-13,2018-09-19,ir con alfredo hernandez tema de red,3,,5,1,
0,2018-09-13,2018-09-13,facturarle a tejacron,3,,5,1,
0,2018-09-13,2018-09-13,internet de pepe raygoza,3,,5,1,
0,2018-09-13,2018-09-28,"D: pila laptop https://articulo.mercadolibre.com.mx/MLM-560749776-bateria-para-hp-695192-001-facturada-_JM, ya llego hay que ponersela y hay que formatear el equipo porque trae fallas, hay que respaldar todo",3,"ya se encargo esperar a que llegue, dejo 400 de aticipo",3,1,
0,2018-09-13,2018-09-24,CONFIGURARLE A AZAEL ESCRITORIO REMOTO EN LA DULCE Y EN HERNANDEZ EN LOS SERVIDORES DE ASPEL 600 PESOS DE CADA UNO,3,,5,1,
0,2018-09-13,2018-09-13,mandar datos de facturacion a mercado libre,3,,5,7,
0,2018-09-13,2018-09-14,cotizarle telefonos a araceli palacios,3,,6,11,
0,2018-09-14,2018-09-17,visita a tecnica 65 para poner un proyector a las 11 am,3,,7,1,
0,2018-09-15,2018-09-17,ENVIAR COTIZACION DE PUNTO DED VENTA A MARCO ,3,,2,2,
0,2018-09-15,2018-09-17,HACER COMPRA DE PIEZA PARA LAPTOP ROJA,3,,2,9,
0,2018-09-15,2018-09-17,FACTURAR A HOMERO ACOSTA - TONER BROTHER TN 450,3,,2,2,
0,2018-09-15,2018-09-21,El curso sera el sabado 22 a las 10:30 hotel don miguel,3,,5,1,
0,2018-09-15,2018-09-17,llevar cotizacion y cpu a israel felix,3,,5,1,
0,2018-09-17,2018-09-19,llevarle cpu a angelical falta facturarle,3,,5,1,
0,2018-09-17,2018-09-22,lleevar teclado don pedro,3,,5,1,
0,2018-09-17,2018-09-17,factura ricardo,3,YA SE ENVIO POR CORREO Y SE PUSO EN CUENTAS POR COBRAR SU PAGO,5,8,
0,2018-09-17,2018-09-18,ir con geras perez eleventa,2,,5,1,
0,2018-09-17,2018-09-19,hacer pagos de hacienda,3,,5,1,
0,2018-09-17,2018-09-19,"hacer cotizacion para instalacion de tres proyectores a una distancia aproximada de 15 mts, solo un salon ya tiene corriente de luz y un cable hdmi, las otras dos no tienen nada, aparte cotizar regulador y con canaleta puesta",3,,5,1,
0,2018-09-17,2018-09-24,B: ACTIVAR FACTURE - ALAN ARTURO - FDSNRR757217,3,,2,2,
0,2018-09-17,2018-09-21,B: PAGO DE TELEFONO,3,,7,7,
0,2018-09-15,2018-09-21,A: IR AL COLEGIO 2:30 PM A RECOGER LOS PROYECTORES Y A CABLEAR,3,,5,1,
0,2018-09-18,2018-09-19,conseguir disco duro ricardo y ensamblar el cpu que se le vendio,3,,5,1,
0,2018-09-18,2018-09-19,toners de roman,3,,5,1,
0,2018-09-19,2018-09-19,IR POR EL CAJON DE DINERO DE JUAN LARA JUEVES A LAS 11 AM,3,,6,9,
0,2018-09-15,2018-10-08,A: formatear equipo para ricardo con disco duro nuevo y ponerle el corel adicional hay que hablarle a ricardo para ver que sigue,3,,5,1,
0,2018-09-22,2018-09-29,"SE PIDIO UN CARGADOR TOSHIBA 19V 2.37A PARA ARMANDO REVELES 4921086632 y MANDAR CORREO PORQUE NO TIENE SEÑAL EN EL TRABAJO armandorevill@gmail.com, el cargador se espera para el martes o mas tardar el jueves, debe $300",3,lo entrego el Sr What,5,1,
0,2018-09-22,2018-09-22,MANDAR FACTURA A LLANTISERVICIO ACOSTA POR CONCEPTO DE DOS TONER EL 450 Y EL 79A SE FACTURARON PERO NO SALIENRON LOS CORREOS DE MENCIONADAS FACTURAS DE FECHA 22 SEPTIEMBRE 2018,3,SE CANCELARON LAS FACTURAS Y SE HICIERON NUEVAMENTE YA SE ENVIARON,5,1,
0,2018-09-24,2018-09-24,A: INSTALAR BASCULA JUAN LARA EN SU NEGOCIO,3,,5,1,
